title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Broken Promises,2022,51,0,Post-Graduate,female,Critic,Employed,Drama,2008,125,Fall,5560,2.4,"I wanted to like this movie, but it was a disappointment. The story felt rushed, and the characters lacked depth.",20,22,25,0.22303713104345801,0.3468468233111777,0.2249045100233586,2.009625583819351,0
Laughter Therapy,2021,49,1,Completed College,female,Viewer,Unemployed,Comedy,1996,143,Summer,2829,3,"A decent movie, but it didn't quite meet my expectations. Some parts were enjoyable.",15,21,13,0.11357105445771182,1.908438323961801,-0.737429066484138,1.032276306599552,1
Crazy Antics,2013,34,0,Post-Graduate,male,Critic,Employed,Comedy,1992,131,Winter,6745,1.3,A cinematic disaster that I wish I hadn't endured.,10,13,9,-0.7074245199353846,0.8673773235280522,0.6424677792146377,0.05492702937975282,0
Unseen Horizons,2021,35,2,Completed College,female,Viewer,Employed,Drama,2010,127,Summer,7985,4.6,A captivating masterpiece that left me speechless.,7,21,27,-0.6526914816425115,0.5203569900501359,1.0794116220814616,-0.5314825369521267,1
Forgotten Realms,2006,18,0,Completed High School,female,Viewer,Student,Drama,2013,129,Summer,3337,4.6,A triumph of storytelling and visual splendor.,7,6,30,-1.5831531326213542,0.693867156789094,-0.5584230405354714,-0.5314825369521267,1
Laughter Therapy,2022,80,0,Post-Graduate,female,Viewer,Retired,Comedy,1996,143,Summer,2829,2.8,A film that didn't leave a lasting impression.,9,22,13,1.8102952415367777,1.908438323961801,-0.737429066484138,-0.14054282606420698,0
Quest for Imagination,2005,71,0,Completed College,male,Critic,Retired,Kids,2005,122,Summer,3131,1.8,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I couldn't wait for it to be over.",21,5,22,1.3176978969009199,0.08658157320274051,-0.6310120983020567,2.2050954392633106,0
Reflections of Reality,2017,50,0,Completed College,male,Viewer,Employed,Other,2019,132,Summer,2599,3.6,Incredible storytelling and breathtaking visuals. I couldn't take my eyes off the screen.,14,17,36,0.16830409275058492,0.9541324068975312,-0.8184751018545973,0.836806451155592,1
Rising Stars,2013,67,0,Completed College,male,Critic,Employed,Drama,2000,112,Summer,2889,2.2,An agonizing viewing experience that I wish I hadn't endured.,11,13,17,1.0987657437294276,-0.7809692604920502,-0.716286622474453,0.25039688482371264,0
Visions of Valor,2013,35,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,3.1,A decent attempt that fell short of my expectations.,9,13,4,-0.6526914816425115,-0.08692859353621762,-0.8272844535252993,-0.14054282606420698,1
Endless Love,2012,56,0,Completed College,male,Critic,Employed,Romance,2016,147,Spring,3185,1.8,A film that failed to capture my attention or interest.,10,12,33,0.4967023225078235,2.2554586574397173,-0.6119838986933401,0.05492702937975282,0
Beyond the Horizon,2009,41,1,Completed College,female,Viewer,Employed,Action/Adventure,2010,107,Spring,6820,3.2,"It had its moments, but overall, it was just okay. I neither loved it nor hated it.",17,9,27,-0.3242932518852729,-1.2147446773394455,0.668895834226744,1.4232160174874715,1
Hilarity Unleashed,2013,53,1,Completed High School,female,Viewer,Employed,Comedy,2019,121,Fall,7590,3,A watchable film that left me feeling neutral.,8,13,36,0.3325032076292042,-1.7351016673855377e-4,0.9402238656843684,-0.3360126815081668,1
Midnight Shadows,2020,49,0,Post-Graduate,female,Viewer,Employed,Horror,1995,140,Summer,4464,3.5,An emotional and visually stunning achievement.,6,20,12,0.11357105445771182,1.6481730738533638,-0.16129746722022112,-0.7269523923960864,1
Quest for Imagination,2017,34,0,Completed High School,female,Viewer,Employed,Kids,2005,122,Summer,3131,3.5,"Wow, what a great film!",5,17,22,-0.7074245199353846,0.08658157320274051,-0.6310120983020567,-0.9224222478400462,1
Echoes of Valor,2012,61,0,Completed College,male,Viewer,Employed,Action/Adventure,2020,114,Winter,5527,3.2,"A movie that falls in the middle, not outstanding.",9,12,37,0.7703675139721889,-0.607459093753092,0.21327616581803183,-0.14054282606420698,1
Odyssey of Hope,2022,63,0,Completed High School,male,Critic,Employed,Action/Adventure,2019,111,Summer,9797,2.5,I wouldn't wish this movie on my worst enemy. It was poorly executed in every way possible.,18,22,36,0.8798335905579351,-0.8677243438615293,1.7179134311739492,1.6186858729314313,0
The Last Crusade,2022,32,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,3.1,"I was hoping for better, but it was decent enough.",10,22,32,-0.8168905965211307,-1.3014997607089247,-0.1514309933490348,0.05492702937975282,1
Shattered Illusions,2012,35,1,Completed High School,male,Viewer,Employed,Drama,2013,98,Fall,8485,3.6,A true gem of cinema.,5,12,30,-0.6526914816425115,-1.9955404276647573,1.2555986554955034,-0.9224222478400462,1
Dark Descent,2019,54,2,Post-Graduate,female,Viewer,Employed,Horror,2015,111,Spring,2185,2.9,A movie that failed to leave a strong impact.,9,19,32,0.3872362459220773,-0.8677243438615293,-0.9643579655214238,-0.14054282606420698,0
Mystic Shadows,2019,22,0,Completed High School,female,Critic,Student,Drama,2010,120,Summer,1455,3.1,Meh. It was neither great nor terrible. I had mixed feelings about this one.,14,19,27,-1.3642209794498616,-0.08692859353621762,-1.2215910343059249,0.836806451155592,1
Odyssey of Hope,2014,48,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2019,111,Summer,9797,3.7,Cinematic excellence shines.,3,14,36,0.05883801616483873,-0.8677243438615293,1.7179134311739492,-1.313361958727966,1
Under the Rainbow,2010,34,0,Completed High School,female,Viewer,Employed,Kids,1996,122,Summer,530,3.2,A passable experience that left me feeling neutral.,8,10,13,-0.7074245199353846,0.08658157320274051,-1.5475370461219025,-0.3360126815081668,1
Guardians of Destiny,2022,27,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2004,119,Winter,374,1.6,"I expected more from this movie, but it was a letdown. The story was predictable, and the acting was mediocre.",20,22,21,-1.0905557879854961,-0.1736836769056967,-1.6025074005470834,2.009625583819351,0
The Hilarious Movie,2020,29,0,Completed High School,female,Viewer,Employed,Comedy,2014,126,Winter,1399,2.7,"One of the worst movies I've ever seen. It was painful to sit through. The plot was nonsensical, and the acting was atrocious.",24,20,31,-0.98108971139975,0.4336019066806568,-1.2413239820482977,2.7915050055951904,0
Realm of Illusions,2013,18,0,Completed College,male,Viewer,Student,Drama,2005,112,Summer,1520,4.2,Exceptional storytelling that had me hooked.,6,13,22,-1.5831531326213542,-0.7809692604920502,-1.1986867199620994,-0.7269523923960864,1
Reflections of Reality,2022,32,1,Post-Graduate,male,Critic,Employed,Other,2019,132,Summer,2599,2.2,A film that lacked direction and substance. Avoid at all costs.,11,22,36,-0.8168905965211307,0.9541324068975312,-0.8184751018545973,0.25039688482371264,0
In Search of Truth,2019,40,0,Post-Graduate,female,Viewer,Employed,Other,2007,112,Summer,6040,3.4,A middle-of-the-road movie. It didn't stand out in any way.,14,19,24,-0.379026290178146,-0.7809692604920502,0.39404406210083875,0.836806451155592,1
The Adventurous Quest,2009,62,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2011,108,Summer,9822,3.4,A passable movie that didn't leave a strong impression.,10,9,28,0.8251005522650621,-1.1279895939699665,1.7267227828446512,0.05492702937975282,1
Raiders of the Unknown,2020,24,0,Completed College,male,Viewer,Unemployed,Action/Adventure,2018,121,Summer,6957,4,A work of pure genius.,5,20,35,-1.2547549028641154,-1.7351016673855377e-4,0.7171710813821915,-0.9224222478400462,1
Midnight Shadows,2016,76,0,Post-Graduate,male,Viewer,Retired,Horror,1995,140,Summer,4464,3.4,A movie that didn't quite make a lasting impression.,10,16,12,1.5913630883652854,1.6481730738533638,-0.16129746722022112,0.05492702937975282,1
Frozen in Time,2021,57,0,Post-Graduate,female,Critic,Employed,Drama,1984,141,Winter,2736,2.1,A film that failed to capture my attention or interest.,10,21,1,0.5514353608006966,1.734928157222843,-0.7701998546991498,0.05492702937975282,0
A Glimpse Through Time,2000,30,0,Post-Graduate,female,Critic,Employed,Other,1989,111,Fall,8842,1.6,"I had high hopes for this film, but it was a letdown. The characters were one-dimensional, and the story was a mess.",23,0,6,-0.926356673106877,-0.8677243438615293,1.3813961973531292,2.5960351501512307,0
Shattered Illusions,2017,80,0,Completed High School,female,Critic,Employed,Drama,2013,98,Fall,8485,1.8,"I found this movie to be utterly disappointing, with a plot that made no sense, and characters I couldn't care less about. Avoid it.",25,17,30,1.8102952415367777,-1.9955404276647573,1.2555986554955034,2.98697486103915,0
Beyond Boundaries,2011,18,0,Completed High School,male,Viewer,Employed,Other,2018,114,Fall,8184,3.6,A testament to the magic of cinema and storytelling.,9,11,35,-1.5831531326213542,-0.607459093753092,1.1495340613802503,-0.14054282606420698,1
Hilarity Unleashed,2015,70,0,Post-Graduate,female,Critic,Retired,Comedy,2019,121,Fall,7590,1.4,"This movie was a complete disaster. The plot was confusing, the acting was terrible, and it left me feeling unsatisfied.",20,15,36,1.2629648586080469,-1.7351016673855377e-4,0.9402238656843684,2.009625583819351,0
Adventures of the Little Ones,2010,19,0,Completed College,male,Viewer,Employed,Kids,1997,124,Summer,8607,3.7,A true gem that will leave you touched and inspired.,10,10,14,-1.528420094328481,0.26009173994169865,1.2985882916485296,0.05492702937975282,1
The Hilarious Movie,2014,58,0,Post-Graduate,female,Viewer,Employed,Comedy,2014,126,Winter,1399,2.4,"I found this movie to be utterly disappointing, with a plot that made no sense, and characters I couldn't care less about. Avoid it.",25,14,31,0.6061683990935697,0.4336019066806568,-1.2413239820482977,2.98697486103915,0
A Glimpse Through Time,2012,47,1,Completed High School,male,Viewer,Employed,Other,1989,111,Fall,8842,3.3,"I can't say it's great, but it's not awful either.",13,12,6,0.004104977871965638,-0.8677243438615293,1.3813961973531292,0.6413365957116323,1
Whispers of Fate,2021,33,1,Completed High School,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.8,"An absolute joy to watch, full of heart and soul.",10,21,26,-0.7621575582282577,-1.648520094186841,1.397253030360393,0.05492702937975282,1
Quest for Glory,2020,27,3,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,140,Spring,8533,3.8,Instant classic material.,3,20,26,-1.0905557879854961,1.6481730738533638,1.2725126107032514,-1.313361958727966,1
Legends of Winter,2020,50,2,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,3.4,"It's neither here nor there, just an average movie.",10,20,23,0.16830409275058492,-1.1279895939699665,-0.8121323686516917,0.05492702937975282,1
Empire of Shadows,2019,45,1,Completed College,male,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.8,A cinematic triumph that left me in awe.,8,19,34,-0.10536109871378055,-1.1279895939699665,1.6506099844097852,-0.3360126815081668,1
Reflections of Reality,2020,56,0,Completed College,female,Viewer,Employed,Other,2019,132,Summer,2599,3.7,Elegantly executed with a compelling narrative.,6,20,36,0.4967023225078235,0.9541324068975312,-0.8184751018545973,-0.7269523923960864,1
Wanderlust,2010,57,0,Post-Graduate,female,Critic,Employed,Other,1998,112,Summer,3716,1.7,An uninspired mess that left me wondering why it was made.,11,10,15,0.5514353608006966,-0.7809692604920502,-0.42487326920762775,0.25039688482371264,0
Requiem for a Dream,2013,73,0,Post-Graduate,female,Viewer,Retired,Drama,2008,128,Winter,3517,3.5,Touched my heart deeply.,4,13,25,1.4271639734866661,0.6071120734196149,-0.4949957085064164,-1.1178921032840061,1
Realm of Legends,2010,76,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,1996,116,Summer,7968,3.3,"There are parts I liked, but overall, it's average.",10,10,13,1.5913630883652854,-0.4339489270141339,1.073421262945384,0.05492702937975282,1
The Last Crusade,2013,24,0,Post-Graduate,female,Viewer,Student,Action/Adventure,2015,106,Winter,4492,3.4,A movie that didn't leave a strong impression.,9,13,32,-1.2547549028641154,-1.3014997607089247,-0.1514309933490348,-0.14054282606420698,1
Futuristic Frontiers,2013,77,0,Completed High School,male,Critic,Retired,Sci-Fi,1988,120,Winter,2755,1.5,Terrible film.,2,13,5,1.6460961266581584,-0.08692859353621762,-0.7635047474294162,-1.5088318141719257,0
Whispers of Fate,2004,43,0,Post-Graduate,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.2,"It was alright, but I've seen better.",8,4,26,-0.21482717529952675,-1.648520094186841,1.397253030360393,-0.3360126815081668,1
Enchanted Expeditions,2021,54,0,Completed College,female,Viewer,Retired,Action/Adventure,2017,109,Summer,1969,3.3,A lukewarm experience that neither wowed nor disappointed.,8,21,34,0.3872362459220773,-1.0412345106004874,-1.04047076395629,-0.3360126815081668,1
Eternal Echoes,2012,51,0,Post-Graduate,female,Viewer,Employed,Drama,1992,136,Summer,7130,4,A heartfelt and inspiring journey worth taking.,7,12,9,0.22303713104345801,1.3011527403754475,0.77813179494345,-0.5314825369521267,1
Legends of Winter,2006,47,1,Completed College,male,Critic,Employed,Drama,2006,108,Fall,2617,1.9,A lackluster attempt that left me bored and uninspired.,9,6,23,0.004104977871965638,-1.1279895939699665,-0.8121323686516917,-0.14054282606420698,0
Beneath the Surface,2020,35,1,Completed College,male,Viewer,Employed,Drama,2011,105,Fall,9202,3.9,A journey worth taking.,4,20,28,-0.6526914816425115,-1.3882548440784037,1.5082508614112393,-1.1178921032840061,1
Mystic Shadows,2022,37,0,Post-Graduate,male,Viewer,Unemployed,Drama,2010,120,Summer,1455,3.7,Captivating from start to finish.,5,22,27,-0.5432254050567653,-0.08692859353621762,-1.2215910343059249,-0.9224222478400462,1
Visions of Valor,2020,76,0,Post-Graduate,female,Critic,Retired,Action/Adventure,1987,120,Fall,2574,1.5,"I've never been so disappointed by a film. The acting was subpar, and the story was a snooze fest.",20,20,4,1.5913630883652854,-0.08692859353621762,-0.8272844535252993,2.009625583819351,0
Joyful Journeys,2019,80,0,Post-Graduate,male,Viewer,Employed,Kids,2005,111,Spring,9030,3.2,"It's an average movie, nothing to rave about.",9,19,22,1.8102952415367777,-0.8677243438615293,1.447642521916809,-0.14054282606420698,1
Eerie Echoes,2006,66,0,Post-Graduate,male,Critic,Employed,Horror,2018,112,Fall,9634,1.8,A film that lacked any semblance of quality or coherence.,10,6,35,1.0440327054365544,-0.7809692604920502,1.6604764582809715,0.05492702937975282,0
Legends of Winter,2003,65,0,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,2.9,"It had potential, but it didn't fully deliver.",9,3,23,0.9892996671436813,-1.1279895939699665,-0.8121323686516917,-0.14054282606420698,0
Love's Embrace,2018,43,1,Completed High School,male,Viewer,Employed,Romance,1983,112,Winter,9616,3.5,An emotional masterpiece that moved me to tears.,8,18,0,-0.21482717529952675,-0.7809692604920502,1.654133725078066,-0.3360126815081668,1
Quest for the Crystal,2014,22,0,Post-Graduate,male,Critic,Student,Action/Adventure,1996,109,Summer,3611,2.3,"I expected more, but this movie left me thoroughly disappointed.",10,14,13,-1.3642209794498616,-1.0412345106004874,-0.4618725462245765,0.05492702937975282,0
Legends Unleashed,2009,47,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,127,Summer,4095,3.6,A cinematic marvel that resonates deeply.,6,9,26,0.004104977871965638,0.5203569900501359,-0.291323497879784,-0.7269523923960864,1
Beyond the Stars,2010,47,1,Post-Graduate,male,Viewer,Employed,Sci-Fi,1997,133,Summer,3305,3.5,A captivating masterpiece that left me speechless.,7,10,14,0.004104977871965638,1.0408874902670102,-0.5696990106739701,-0.5314825369521267,1
The Hilarious Movie,2013,48,0,Completed College,male,Critic,Employed,Comedy,2014,126,Winter,1399,1.1,A movie that failed to deliver on its promises. Avoid at all costs.,13,13,31,0.05883801616483873,0.4336019066806568,-1.2413239820482977,0.6413365957116323,0
Odyssey of Legends,2014,45,0,Post-Graduate,female,Critic,Employed,Action/Adventure,2011,117,Fall,7179,1.9,A film that left me bewildered and completely unimpressed.,9,14,28,-0.10536109871378055,-0.34719384364465483,0.7953981242180261,-0.14054282606420698,0
Wanderlust,2010,73,0,Completed College,male,Viewer,Retired,Other,1998,112,Summer,3716,3.1,"It didn't leave a lasting impression, but it wasn't painful to watch.",14,10,15,1.4271639734866661,-0.7809692604920502,-0.42487326920762775,0.836806451155592,1
Hilarity Unleashed,2021,77,0,Completed High School,female,Viewer,Unemployed,Comedy,2019,121,Fall,7590,2.9,"It's neither here nor there, just an average movie.",10,21,36,1.6460961266581584,-1.7351016673855377e-4,0.9402238656843684,0.05492702937975282,0
Legends of Winter,2019,65,0,Post-Graduate,female,Viewer,Employed,Drama,2006,108,Fall,2617,3.1,A decent attempt that fell short of my expectations.,9,19,23,0.9892996671436813,-1.1279895939699665,-0.8121323686516917,-0.14054282606420698,1
